sample_id,medicine,batch_id,manufacturer,measurement_id,ch450,ch500,ch550,ch570,ch600,ch650
M044,methamphetamine,B163,ASD_public_dataset,1,0.5191753523809524,0.4220396428571428,0.3792436476190476,0.3701470761904762,0.361186,0.3528407238095238
M045,MDMA,B164,ASD_public_dataset,1,0.4139189761904762,0.3683847285714285,0.3412076333333332,0.3323621761904761,0.3187838142857142,0.295208938095238
G001,GHB (powder),B165,ASD_public_dataset,1,0.2951157095238095,0.2741967761904761,0.2633198523809523,0.2606955571428571,0.2577375714285714,0.254667
C098,cocaine,B166,ASD_public_dataset,1,0.2485494380952381,0.2205982476190476,0.2035891809523809,0.1986956428571428,0.1932342952380952,0.1870796095238095
C099,cocaine,B167,ASD_public_dataset,1,0.2390085238095238,0.2185639619047619,0.2070771095238095,0.2040664809523809,0.2008169809523809,0.1973962238095237
A002,amphetamine,B168,ASD_public_dataset,1,0.4339092333333334,0.3556871666666666,0.3008733666666667,0.2849560904761904,0.265828319047619,0.2444057476190475
C100,2-CB,B169,ASD_public_dataset,1,0.2427438238095238,0.2291943857142857,0.2161286380952381,0.2109051428571428,0.2047208476190476,0.1971260714285714
M046,3-MEC,B170,ASD_public_dataset,1,0.3446490714285714,0.3223052904761904,0.3097101047619047,0.3062686761904762,0.3021658571428572,0.2971963857142857
M047,4-MEC,B171,ASD_public_dataset,1,0.3145270761904762,0.2882570380952381,0.2686098999999999,0.2621569523809524,0.2534814476190477,0.2417935476190476
M048,4-MEC,B172,ASD_public_dataset,1,0.5258342809523808,0.4875761666666666,0.4586709476190477,0.4482236142857143,0.4348449047619048,0.4071017523809524
M049,4-MMC,B173,ASD_public_dataset,1,0.3778234333333333,0.3401963380952381,0.3104653380952381,0.3004884523809524,0.2869880333333333,0.2680578952380952
D001,"3,4-DMMC",B174,ASD_public_dataset,1,0.4042590476190475,0.3675265904761904,0.3398858047619047,0.3310174619047619,0.3192908190476191,0.3032776238095238
M050,3-MMC,B175,ASD_public_dataset,1,0.3597208666666666,0.317828780952381,0.288539,0.2791930333333334,0.2670862380952381,0.2514674047619047
C101,3-CMC,B176,ASD_public_dataset,1,0.5955852142857143,0.5394204857142858,0.4972986523809523,0.4839885238095238,0.4664314999999999,0.4435272095238095
C102,4-CMC,B177,ASD_public_dataset,1,0.4696955666666667,0.4216669666666666,0.3895791714285713,0.3802318857142857,0.368298680952381,0.3526682761904762
D002,"3,4-DMMC",B178,ASD_public_dataset,1,0.4036994571428571,0.3430827047619048,0.3051155571428571,0.2933813190476191,0.2781410761904762,0.2577121
A003,6-APB,B179,ASD_public_dataset,1,0.3167418761904761,0.2831177333333333,0.2592616761904762,0.2514919761904761,0.2412383714285715,0.227386338095238
P005,Pentedrone,B180,ASD_public_dataset,1,0.4133961095238095,0.4003906428571429,0.4005459999999999,0.3995306619047619,0.381490419047619,0.3509384380952381
C103,4-CEC,B181,ASD_public_dataset,1,0.631363938095238,0.5751942904761906,0.5332760714285714,0.5198566285714286,0.500958019047619,0.475822219047619
